filename,msat,vsat,mbr,vbr,bf,gf,observed
20160427_150003.jpg, 0.04313, 64.3, 0.65983, 805.5, 0.16012, 0.35909, 7
20160426_000001.jpg, 0.00000, 0.0, 0.07547, 36.2, 0.00000, 0.00003, 
20160426_180002.jpg, 0.10930, 343.6, 0.75579, 602.0, 0.60442, 0.54542, 3
20160427_030005.jpg, 0.81980, 141.4, 0.83297, 39.8, 0.99931, 0.00018, 
20160516_090005.jpg, 0.12616, 291.6, 0.66248, 476.5, 0.78012, 0.32916, 2
20160423_180001.jpg, 0.17717, 624.2, 0.75703, 293.9, 0.79920, 0.32335, 4
20160512_210001.jpg, 0.74647, 144.7, 0.49666, 96.2, 1.00000, 0.00000, 
20160531_090001.jpg, 0.11726, 280.2, 0.66467, 484.7, 0.78262, 0.35459, 2
20160524_180002.jpg, 0.03491, 44.6, 0.71838, 236.3, 0.16805, 0.59473, 7
20160522_090006.jpg, 0.01537, 7.6, 0.84191, 105.2, 0.00681, 1.00000, 8
20160518_030004.jpg, 0.22527, 64.8, 0.77428, 297.8, 1.00000, 0.20433, 
20160425_060001.jpg, 0.02604, 29.5, 0.59056, 408.8, 0.08722, 0.09716, 7
20160509_120001.jpg, 0.06301, 126.9, 0.72525, 242.8, 0.48060, 0.69535, 1
20160529_030001.jpg, 0.17108, 42.0, 0.66314, 197.4, 1.00000, 0.34983, 
20160430_000004.jpg, 0.29985, 1931.8, 0.12445, 93.4, 0.13712, 0.00003, 
20160513_180001.jpg, 0.09363, 221.2, 0.77746, 264.9, 0.30379, 0.88069, 4
20160422_210002.jpg, 0.00000, 0.0, 0.10777, 33.6, 0.00000, 0.00003, 
20160523_030001.jpg, 0.24849, 21.0, 0.75082, 423.2, 1.00000, 0.00003, 
20160428_060001.jpg, 0.02741, 46.7, 0.71981, 543.6, 0.16671, 0.58840, 6
20160515_210005.jpg, 0.88498, 302.7, 0.71530, 70.3, 1.00000, 0.00000, 
20160526_060005.jpg, 0.16116, 363.5, 0.63355, 24.2, 0.89393, 0.00002, 1
20160512_060006.jpg, 0.16189, 599.4, 0.64362, 11.4, 0.80994, 0.00078, 1
20160520_030001.jpg, 0.33326, 12.8, 0.83141, 395.9, 1.00000, 0.00000, 
20160508_120006.jpg, 0.05315, 74.2, 0.77213, 419.3, 0.30684, 0.78534, 1
20160512_030002.jpg, 0.30233, 58.4, 0.81121, 330.9, 1.00000, 0.00000, 
20160426_090005.jpg, 0.22697, 1032.5, 0.66090, 635.5, 0.80161, 0.14210, 6
20160522_120002.jpg, 0.01289, 5.4, 0.83874, 51.6, 0.00000, 1.00000, 8
20160526_030001.jpg, 0.10457, 386.7, 0.75641, 110.6, 0.18745, 0.73041, 
20160517_150001.jpg, 0.05544, 191.9, 0.74028, 751.8, 0.36832, 0.58464, 7
20160508_000002.jpg, 0.00000, 0.0, 0.10216, 35.6, 0.00000, 0.00003, 
20160430_180002.jpg, 0.06091, 90.2, 0.66357, 641.2, 0.52320, 0.17551, 7
20160425_000004.jpg, 0.00000, 0.0, 0.10602, 54.6, 0.00000, 0.00003, 
20160528_000002.jpg, 0.00000, 0.0, 0.14964, 43.1, 0.00000, 0.00004, 
20160423_090002.jpg, 0.17526, 338.4, 0.65254, 245.3, 0.92933, 0.25661, 3
20160511_210001.jpg, 0.73874, 135.8, 0.58474, 60.0, 1.00000, 0.00000, 
20160429_120003.jpg, 0.10955, 521.6, 0.75335, 610.9, 0.58995, 0.57748, 5
20160514_120002.jpg, 0.04697, 71.7, 0.63163, 819.8, 0.21237, 0.24394, 7
20160505_150002.jpg, 0.09678, 345.7, 0.72086, 623.0, 0.56840, 0.51068, 7
20160429_030002.jpg, 0.68886, 74.0, 0.69211, 84.9, 1.00000, 0.00000, 
20160531_000002.jpg, 0.59536, 394.7, 0.28099, 46.1, 0.99967, 0.00000, 
20160424_210005.jpg, 0.00000, 0.0, 0.11953, 43.1, 0.00000, 0.00004, 
20160515_180001.jpg, 0.09222, 216.5, 0.68971, 146.9, 0.52412, 0.30695, 2
20160513_210004.jpg, 0.75450, 187.3, 0.56911, 42.5, 1.00000, 0.00000, 
20160423_150005.jpg, 0.05852, 104.2, 0.61610, 1476.9, 0.30939, 0.25297, 7
20160510_210002.jpg, 0.69576, 88.7, 0.53157, 81.4, 1.00000, 0.00000, 
20160507_060002.jpg, 0.05369, 174.5, 0.60895, 109.1, 0.38511, 0.01049, 5
20160520_150004.jpg, 0.02741, 43.4, 0.71632, 627.5, 0.00000, 0.42907, 8
20160423_060001.jpg, 0.18459, 428.2, 0.65781, 56.2, 0.90968, 0.11013, 1
20160502_210002.jpg, 0.43351, 815.2, 0.20261, 44.9, 0.99427, 0.00002, 
20160501_090001.jpg, 0.03495, 58.5, 0.68341, 692.9, 0.18097, 0.35589, 7
20160520_000002.jpg, 0.21505, 870.6, 0.14941, 66.7, 0.19964, 0.00000, 
20160511_060001.jpg, 0.13335, 425.0, 0.65120, 21.1, 0.76555, 0.00639, 1
20160528_090002.jpg, 0.02938, 51.6, 0.62432, 772.5, 0.11651, 0.25338, 7
20160531_120006.jpg, 0.06129, 90.5, 0.80565, 430.6, 0.39539, 0.87284, 1
20160526_000001.jpg, 0.00000, 0.0, 0.19849, 21.6, 0.00000, 0.00007, 
20160530_030001.jpg, 0.31487, 8.9, 0.73819, 126.2, 1.00000, 0.00000, 
20160521_060001.jpg, 0.03683, 69.8, 0.61517, 368.0, 0.04657, 0.13693, 7
20160518_150003.jpg, 0.04518, 62.4, 0.63987, 698.3, 0.34048, 0.30079, 7
20160522_030001.jpg, 0.35905, 4.3, 0.80954, 117.1, 1.00000, 0.00000, 
20160517_210002.jpg, 0.76521, 26.1, 0.62154, 51.8, 1.00000, 0.00000, 
20160524_060005.jpg, 0.02419, 10.8, 0.78226, 238.7, 0.03805, 0.96021, 8
20160428_000001.jpg, 0.00000, 0.0, 0.07843, 30.7, 0.00000, 0.00003, 
20160507_000002.jpg, 0.00000, 0.0, 0.06548, 29.0, 0.00000, 0.00003, 
20160522_000001.jpg, 0.23782, 776.0, 0.18078, 136.2, 0.07000, 0.00001, 
20160521_120001.jpg, 0.03049, 70.5, 0.64602, 509.4, 0.16145, 0.27627, 7
20160503_000001.jpg, 0.00000, 0.0, 0.11687, 24.2, 0.00000, 0.00003, 
20160527_210001.jpg, 0.51448, 34.6, 0.72242, 474.6, 1.00000, 0.00000, 
20160517_000002.jpg, 0.00000, 0.0, 0.13890, 33.1, 0.00000, 0.00007, 
20160502_180006.jpg, 0.02046, 17.8, 0.82669, 132.2, 0.05381, 0.99920, 8
20160507_090002.jpg, 0.04925, 97.4, 0.76951, 921.2, 0.26707, 0.61953, 5
20160430_090006.jpg, 0.01880, 8.7, 0.85787, 208.3, 0.01872, 0.98084, 8
20160519_000006.jpg, 0.00000, 0.0, 0.13694, 34.2, 0.00000, 0.00004, 
20160527_030001.jpg, 0.16946, 422.2, 0.76410, 1068.2, 0.84617, 0.32539, 
20160506_120002.jpg, 0.06074, 225.5, 0.74617, 431.7, 0.42332, 0.71780, 7
20160523_000006.jpg, 0.27430, 319.8, 0.31141, 131.5, 0.00000, 0.00000, 
20160529_180002.jpg, 0.02571, 26.3, 0.64475, 154.2, 0.17794, 0.14055, 8
20160514_180006.jpg, 0.05916, 115.3, 0.69295, 2275.4, 0.29361, 0.44513, 7
20160427_120001.jpg, 0.04116, 78.5, 0.69270, 438.6, 0.11486, 0.45366, 7
20160425_030001.jpg, 0.80239, 53.3, 0.61235, 415.0, 1.00000, 0.00000, 
20160425_180005.jpg, 0.09507, 335.2, 0.73475, 891.4, 0.37644, 0.61544, 6
20160502_090002.jpg, 0.02226, 22.7, 0.78825, 152.1, 0.00391, 0.99209, 8
20160510_090001.jpg, 0.13504, 355.6, 0.65231, 494.6, 0.81235, 0.32525, 1
20160515_030005.jpg, 0.27250, 113.9, 0.81726, 345.2, 1.00000, 0.05645, 
20160513_090005.jpg, 0.05497, 213.5, 0.67534, 374.9, 0.26789, 0.34871, 5
20160424_120002.jpg, 0.04136, 177.4, 0.67825, 2010.7, 0.13286, 0.36792, 7
20160502_000002.jpg, 0.00000, 0.0, 0.10264, 45.2, 0.00000, 0.00003, 
20160527_180006.jpg, 0.04265, 69.7, 0.64436, 240.1, 0.17000, 0.16225, 7
20160516_180002.jpg, 0.12627, 506.7, 0.67359, 74.1, 0.70941, 0.22457, 5
20160501_180001.jpg, 0.02366, 28.7, 0.69563, 358.4, 0.08967, 0.33061, 8
20160429_180005.jpg, 0.03320, 38.5, 0.67736, 219.7, 0.21245, 0.39520, 7
20160512_000005.jpg, 0.00000, 0.0, 0.07396, 28.6, 0.00000, 0.00003, 
20160429_000002.jpg, 0.00000, 0.0, 0.19736, 75.8, 0.00000, 0.00005, 
20160526_120003.jpg, 0.13627, 336.7, 0.63055, 318.5, 0.83436, 0.19198, 2
20160511_090004.jpg, 0.10900, 293.6, 0.65620, 481.7, 0.70791, 0.33561, 1
20160523_090004.jpg, 0.00913, 4.7, 0.82463, 142.3, 0.00000, 1.00000, 8
20160506_180002.jpg, 0.08154, 228.2, 0.69183, 101.0, 0.52133, 0.35766, 7
20160524_000001.jpg, 0.00000, 0.0, 0.11520, 41.9, 0.00000, 0.00004, 
20160516_210005.jpg, 0.74360, 147.7, 0.73918, 77.0, 1.00000, 0.00000, 
20160521_090002.jpg, 0.03081, 44.9, 0.78202, 585.0, 0.26107, 0.79324, 7
20160526_090002.jpg, 0.10782, 242.3, 0.64334, 257.8, 0.76606, 0.23863, 2
20160528_180001.jpg, 0.06100, 156.4, 0.68146, 941.5, 0.28287, 0.42312, 4
20160423_210005.jpg, 0.00000, 0.0, 0.11154, 30.6, 0.00000, 0.00003, 
20160508_180001.jpg, 0.16254, 525.5, 0.69977, 71.7, 0.80838, 0.27440, 1
20160423_120001.jpg, 0.12108, 562.2, 0.64228, 453.9, 0.59918, 0.20172, 7
20160507_150003.jpg, 0.05351, 113.4, 0.79359, 854.1, 0.17063, 0.73160, 5
20160518_180004.jpg, 0.02703, 19.6, 0.81730, 159.8, 0.11914, 0.99983, 7
20160504_030005.jpg, 0.39322, 18.8, 0.71888, 92.5, 1.00000, 0.00000, 
20160502_060003.jpg, 0.05436, 125.0, 0.76278, 417.7, 0.34490, 0.79966, 7
20160527_060002.jpg, 0.05596, 120.6, 0.69315, 581.5, 0.46446, 0.39844, 6
20160501_030005.jpg, 0.76519, 40.4, 0.70761, 60.0, 1.00000, 0.00000, 
20160505_000001.jpg, 0.00000, 0.0, 0.07205, 39.1, 0.00000, 0.00003, 
20160506_000006.jpg, 0.00000, 0.0, 0.07777, 29.9, 0.00000, 0.00003, 
20160509_210002.jpg, 0.76403, 170.3, 0.50445, 56.3, 1.00000, 0.00000, 
20160510_150006.jpg, 0.14555, 405.7, 0.67063, 323.3, 0.79684, 0.33094, 4
20160426_150001.jpg, 0.05625, 108.8, 0.57859, 1645.4, 0.42498, 0.18001, 6
20160529_120001.jpg, 0.01420, 14.8, 0.78625, 411.0, 0.00093, 0.86311, 8
20160517_120003.jpg, 0.19602, 476.4, 0.85858, 251.5, 0.88569, 0.36712, 4
20160519_120002.jpg, 0.02519, 28.1, 0.71349, 608.7, 0.11069, 0.43889, 7
20160510_000004.jpg, 0.00000, 0.0, 0.07766, 30.0, 0.00000, 0.00005, 
20160503_150002.jpg, 0.03271, 43.5, 0.62885, 1340.2, 0.22680, 0.28127, 7
20160519_090001.jpg, 0.02559, 20.6, 0.86936, 185.7, 0.14482, 0.98985, 8
20160428_030002.jpg, 0.78823, 68.8, 0.75664, 1057.3, 1.00000, 0.00000, 
20160528_060001.jpg, 0.04935, 97.8, 0.84151, 413.9, 0.13586, 0.89614, 7
20160430_120001.jpg, 0.01154, 4.4, 0.83542, 128.6, 0.00000, 0.99963, 8
20160524_120002.jpg, 0.02535, 23.3, 0.68921, 348.8, 0.19224, 0.41928, 8
20160503_120004.jpg, 0.01549, 7.1, 0.85422, 18.1, 0.00609, 1.00000, 8
20160520_060006.jpg, 0.04744, 70.9, 0.82990, 392.6, 0.40778, 0.99023, 8
20160531_060005.jpg, 0.02967, 30.8, 0.66581, 282.6, 0.07866, 0.23635, 5
20160520_210004.jpg, 0.83866, 25.0, 0.82905, 283.6, 1.00000, 0.00000, 
20160521_030004.jpg, 0.14291, 16.6, 0.71964, 272.0, 1.00000, 0.53482, 
20160427_090004.jpg, 0.22451, 713.1, 0.72242, 547.7, 0.88174, 0.16377, 6
20160430_210001.jpg, 0.00000, 0.0, 0.18177, 35.3, 0.00000, 0.00003, 
20160530_060004.jpg, 0.01705, 7.8, 0.72845, 424.5, 0.02480, 0.59143, 7
20160430_150001.jpg, 0.01738, 7.4, 0.84245, 170.5, 0.01229, 1.00000, 8
20160514_090002.jpg, 0.07664, 291.1, 0.67840, 1239.1, 0.54519, 0.39273, 5
20160510_120001.jpg, 0.09782, 183.4, 0.62624, 155.9, 0.71032, 0.02764, 1
20160518_090002.jpg, 0.04152, 135.3, 0.67142, 498.6, 0.22077, 0.33201, 6
20160502_150002.jpg, 0.03019, 43.7, 0.67344, 435.0, 0.07739, 0.28444, 8
20160504_000005.jpg, 0.00000, 0.0, 0.18105, 138.8, 0.00000, 0.00003, 
20160519_180002.jpg, 0.01314, 10.3, 0.79274, 166.5, 0.01039, 0.98343, 8
20160424_090005.jpg, 0.03645, 86.3, 0.80102, 310.2, 0.24818, 0.91424, 6
20160511_180001.jpg, 0.19965, 518.8, 0.72438, 104.1, 0.92505, 0.37629, 2
20160527_120001.jpg, 0.09089, 258.5, 0.66938, 447.5, 0.56115, 0.38631, 3
20160514_030003.jpg, 0.32939, 121.6, 0.82042, 522.2, 1.00000, 0.00000, 
20160508_060003.jpg, 0.11526, 347.2, 0.61740, 24.0, 0.70900, 0.00000, 1
20160525_120006.jpg, 0.05269, 118.8, 0.72840, 329.4, 0.19486, 0.68021, 1
20160523_120002.jpg, 0.00773, 4.1, 0.84611, 116.4, 0.00000, 1.00000, 8
20160514_060001.jpg, 0.12853, 447.6, 0.65746, 33.8, 0.69602, 0.05092, 5
20160512_150001.jpg, 0.08571, 287.8, 0.68427, 469.7, 0.49523, 0.27456, 7
20160519_060003.jpg, 0.01618, 13.8, 0.83551, 189.4, 0.00000, 0.99602, 8
20160509_090003.jpg, 0.14081, 350.2, 0.63944, 403.1, 0.83204, 0.27902, 1
20160505_210001.jpg, 0.65561, 475.2, 0.27078, 44.9, 0.99989, 0.00002, 
20160509_000002.jpg, 0.00000, 0.0, 0.08234, 37.9, 0.00000, 0.00005, 
20160530_180002.jpg, 0.07478, 138.9, 0.72229, 279.7, 0.38572, 0.74270, 4
20160504_060005.jpg, 0.12921, 618.3, 0.73404, 475.2, 0.63141, 0.30500, 5
20160429_210004.jpg, 0.24517, 1322.4, 0.13742, 29.8, 0.12102, 0.00002, 
20160425_210004.jpg, 0.00000, 0.0, 0.09217, 35.1, 0.00000, 0.00003, 
20160507_030001.jpg, 0.45991, 29.9, 0.84983, 272.0, 1.00000, 0.00000, 
20160526_180001.jpg, 0.07451, 263.8, 0.72074, 700.1, 0.54339, 0.47068, 4
20160518_210001.jpg, 0.82573, 29.6, 0.68332, 300.3, 1.00000, 0.00000, 
20160521_000001.jpg, 0.18697, 528.3, 0.22669, 456.7, 0.82042, 0.00292, 
20160423_030005.jpg, 0.79728, 223.4, 0.76062, 40.8, 0.99842, 0.00028, 
20160530_090002.jpg, 0.01489, 14.0, 0.81579, 280.9, 0.01449, 0.95662, 7
20160526_150001.jpg, 0.08967, 171.5, 0.61527, 222.2, 0.52442, 0.09073, 4
20160522_210005.jpg, 0.75977, 45.3, 0.62490, 118.9, 1.00000, 0.00000, 
20160505_090001.jpg, 0.04986, 82.3, 0.70607, 466.1, 0.34145, 0.48116, 7
20160505_060001.jpg, 0.17122, 558.0, 0.67871, 186.1, 0.81912, 0.10307, 7
20160509_060002.jpg, 0.13844, 382.9, 0.62740, 12.5, 0.72430, 0.00000, 1
20160524_090001.jpg, 0.01895, 12.9, 0.75793, 245.1, 0.01413, 0.83893, 8
20160422_150001.jpg, 0.06054, 263.9, 0.66639, 617.3, 0.35782, 0.23409, 6
20160517_030001.jpg, 0.11785, 560.3, 0.94427, 196.1, 0.10614, 0.60869, 
20160429_060001.jpg, 0.02846, 108.8, 0.64292, 793.3, 0.00799, 0.17914, 7
20160515_060006.jpg, 0.10746, 275.3, 0.63759, 26.8, 0.73605, 0.00374, 2
20160529_060002.jpg, 0.02416, 30.7, 0.67984, 178.5, 0.00007, 0.35786, 8
20160520_180002.jpg, 0.03035, 35.7, 0.71331, 180.6, 0.15743, 0.61633, 8
20160514_210001.jpg, 0.79487, 89.8, 0.50863, 208.9, 1.00000, 0.00000, 
20160505_180001.jpg, 0.07794, 196.5, 0.73904, 354.3, 0.13895, 0.73542, 7
20160523_060002.jpg, 0.00622, 4.9, 0.83523, 138.1, 0.00000, 0.99975, 8
20160428_090005.jpg, 0.02132, 17.0, 0.62047, 324.8, 0.05235, 0.11511, 7
20160427_180005.jpg, 0.06235, 113.2, 0.82488, 497.9, 0.28388, 0.91177, 7
20160515_120003.jpg, 0.08353, 251.1, 0.69570, 660.4, 0.52823, 0.49461, 5
20160425_090005.jpg, 0.03958, 66.1, 0.72455, 543.4, 0.32438, 0.62297, 6
20160522_150001.jpg, 0.01215, 3.1, 0.85336, 222.3, 0.00000, 0.99821, 8
20160502_120001.jpg, 0.03094, 29.5, 0.74489, 795.9, 0.12506, 0.54118, 8
20160524_150003.jpg, 0.03757, 42.0, 0.60967, 810.7, 0.00727, 0.21955, 7
20160503_210002.jpg, 0.69662, 360.7, 0.32657, 33.4, 0.99998, 0.00002, 
20160525_030006.jpg, 0.05811, 130.6, 0.77452, 323.1, 0.42358, 0.87249, 
20160427_060007.jpg, 0.15493, 417.2, 0.64685, 19.8, 0.79880, 0.01211, 1
20160522_060001.jpg, 0.01084, 7.7, 0.85183, 137.8, 0.00507, 0.99673, 8
20160528_120005.jpg, 0.02918, 29.8, 0.63715, 678.0, 0.06957, 0.26374, 7
20160504_180006.jpg, 0.27712, 611.1, 0.77617, 58.2, 0.96305, 0.20888, 3
